Parent Path,Name,Href,URL,Is External,ms.author,ms.topic,description,pivot_id,has_pivots,pivot_groups,hub-only,file_found,has_tabs,tab_count,tab_formats,has_images,image_count,portal_steps,has_code_blocks,code_block_count,code_languages,has_code_refs,code_ref_count
Models > Develop with AI models > Work with chat models,Use structured outputs,foundry-models/how-to/use-structured-outputs.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-structured-outputs.md,False,mopeakande,how-to,Learn how to use structure outputs with chat completions with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,False,0,,False,0,False,False,0,,False,0
Models > Develop with AI models > Work with embedding models,Work with text embeddings,foundry-models/how-to/use-embeddings.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-embeddings.md,False,mopeakande,how-to,Learn how to generate embeddings with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,False,0,,False,0,False,False,0,,False,0
Models > Develop with AI models > Work with embedding models,Work with image embeddings,foundry-models/how-to/use-image-embeddings.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-image-embeddings.md,False,mopeakande,how-to,Learn how to generate image embeddings with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,False,0,,False,0,False,False,0,,False,0
Models > Develop with AI models,Work with image models,how-to/use-image-models.md,https://learn.microsoft.com/azure/ai-foundry/how-to/use-image-models.md,False,mopeakande,how-to,Learn how to use image-to-text models from the AI Foundry model catalog.,,False,,False,True,False,0,,False,0,True,True,4,"bash, none",False,0
Models > Develop with AI models,Develop with LangChain and LangGraph,how-to/develop/langchain.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/langchain.md,False,sgilley,how-to,This article explains how to use LangChain with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,False,,False,True,False,0,,True,1,True,True,28,"python, none, bash",False,0
Models > Develop with AI models,Develop with Llama-Index,how-to/develop/llama-index.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/llama-index.md,False,sgilley,how-to,This article explains how to use LlamaIndex with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,False,,False,True,False,0,,False,0,False,True,30,"python, none, bash",False,0
Models > Develop with AI models,Develop with Semantic Kernel,how-to/develop/semantic-kernel.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/semantic-kernel.md,False,lagayhar,how-to,Develop applications with Semantic Kernel and Azure AI Foundry.,,False,,False,True,False,0,,False,0,True,True,24,"bash, none, python",False,0
Models > Deployment in AI hub,Connect your AI hub to the Azure AI Foundry resource,foundry-models/how-to/configure-project-connection.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/configure-project-connection.md,False,ssalgado,how-to,Learn how to configure a connection to use Azure AI Foundry Models in your project.,azure-ai-models-deployment,True,"ai-foundry-portal, programming-language-cli, programming-language-bicep",False,True,False,0,,False,0,False,False,0,,False,0
Models > Deployment in AI hub > Managed compute endpoints,Deploy models via managed compute,how-to/deploy-models-managed.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-managed.md,False,mopeakande,how-to,Learn how to deploy and inference a managed compute deployment with code.,,False,,False,True,False,0,,True,1,True,False,0,,False,0
Models > Deployment in AI hub > Managed compute endpoints,Deploy models to managed compute pay-as-you-go,how-to/deploy-models-managed-pay-go.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-managed-pay-go.md,False,mopeakande,how-to,Learn how to deploy protected models from partners and community on Azure AI Foundry managed compute and understand how pay-as-you-go surcharge billing works.,,False,,False,True,False,0,,True,2,True,False,0,,False,0
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,Foundational AI models for healthcare,how-to/healthcare-ai/healthcare-ai-models.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/healthcare-ai-models.md,False,mopeakande,concept-article,Learn about AI models that are applicable to the health and life science industry.,,False,,False,True,False,0,,True,1,False,False,0,,False,0
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,MedImageInsight model for embedding,how-to/healthcare-ai/deploy-medimageinsight.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/deploy-medimageinsight.md,False,mopeakande,how-to,Learn how to use MedImageInsight Healthcare AI Model with Azure AI Foundry.,,False,,False,True,False,0,,True,1,True,True,10,"python, none, json",False,0
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,CXRReportGen model for text generation,how-to/healthcare-ai/deploy-cxrreportgen.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/deploy-cxrreportgen.md,False,mopeakande,how-to,Learn how to use CXRReportGen Healthcare AI Model with Azure AI Foundry.,,False,,False,True,False,0,,True,1,True,True,10,"python, none, json",False,0
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,MedImageParse models for prompted segmentation,how-to/healthcare-ai/deploy-medimageparse.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/deploy-medimageparse.md,False,mopeakande,how-to,Learn how to use MedImageParse and MedImageParse 3D Healthcare AI models with Azure AI Foundry.,,False,,False,True,True,14,"medimageparse-3d, medimageparse",True,1,True,True,18,"python, none, json",False,0
Models > Deployment in AI hub > Serverless API endpoints,Configure AI projects to work with Azure AI Foundry Models,foundry-models/how-to/quickstart-ai-project.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/quickstart-ai-project.md,False,ssalgado,how-to,Learn how to upgrade your AI project to use models deployed in Azure AI Foundry Models in Azure AI Foundry Service,,False,,False,True,False,0,,True,6,True,False,0,,False,0
Models > Deployment in AI hub > Serverless API endpoints,Deploy models via serverless API,how-to/deploy-models-serverless.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-serverless.md,False,mopeakande,how-to,"Learn to deploy models as serverless API deployments, using Azure AI Foundry.",azure-ai-serverless-deployment,True,"ai-foundry-portal, programming-language-cli, python-sdk, programming-language-bicep",False,True,True,8,"partner-models, azure-direct",True,11,False,True,10,"azurecli, none, python",False,0
Models > Deployment in AI hub > Serverless API endpoints,Consume models from a different project or hub,how-to/deploy-models-serverless-connect.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-serverless-connect.md,False,mopeakande,how-to,Learn how to consume serverless APIs from a different project or hub.,,False,,False,True,True,15,"python, cli, azure-ai-studio",False,0,True,False,0,,False,0
Models > Deployment in AI hub > Serverless API endpoints,Model region availability for serverless API,how-to/deploy-models-serverless-availability.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-serverless-availability.md,False,mopeakande,how-to,Learn about the regions where each model is available for deployment in serverless APIs via Azure AI Foundry.,,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Deployment in AI hub > Serverless API endpoints,Guardrails & controls for serverless API,concepts/model-catalog-content-safety.md,https://learn.microsoft.com/azure/ai-foundry/concepts/model-catalog-content-safety.md,False,mopeakande,concept-article,"Learn about content safety for models deployed using serverless API deployments, using Azure AI Foundry.",,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Deployment in AI hub > Serverless API endpoints,Inference examples for serverless deployments,concepts/models-inference-examples.md,https://learn.microsoft.com/azure/ai-foundry/concepts/models-inference-examples.md,False,mopeakande,concept-article,Inference examples for Foundry Models that support deployment to serverless APIs in Azure AI Foundry.,,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models,Azure OpenAI,openai/overview.md,https://learn.microsoft.com/azure/ai-foundry/openai/overview.md,False,mbullwin,overview,Apply advanced language models to variety of use cases with Azure OpenAI,,False,,False,True,False,0,,False,0,True,False,0,,False,0
Models > Azure OpenAI in Foundry Models,Quotas and limits,openai/quotas-limits.md,https://learn.microsoft.com/azure/ai-foundry/openai/quotas-limits.md,False,mbullwin,conceptual,This article features detailed descriptions and best practices on the quotas and limits for Azure OpenAI.,,False,,False,True,True,2,"CLI, REST",False,0,False,True,10,"bash, none, azurecli, json, python",False,0
Models > Azure OpenAI in Foundry Models,Deployment types,openai/how-to/deployment-types.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/deployment-types.md,False,mbullwin,how-to,"Learn how to use Azure AI Foundry deployment types including Global Standard, Standard, and Provisioned.",,False,,False,True,False,0,,True,1,False,True,2,"json, none",False,0
Models > Azure OpenAI in Foundry Models,Azure OpenAI Models,openai/concepts/models.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/models.md,False,mbullwin,conceptual,"Learn about the model capabilities for models like GPT-5, GPT-5-mini, GPT-5-nano, and GPT-5-chat",,False,,False,True,True,14,"global-ptum, standard-completions, standard-embeddings, standard-image-generations, standard, standard-audio, global-standard, global-batch, datazone-batch, standard-chat-completions, standard-video-generations, provisioned, datazone-standard, datazone-provisioned-managed",False,0,False,True,2,"cli, none",False,0
Models > Azure OpenAI in Foundry Models,Model retirements,openai/concepts/model-retirements.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/model-retirements.md,False,mbullwin,conceptual,Learn about model deprecations and retirements in Azure OpenAI.,,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models,What's new,openai/whats-new.md,https://learn.microsoft.com/azure/ai-foundry/openai/whats-new.md,False,mbullwin,whats-new,Learn about the latest news and features updates for Azure OpenAI.,,False,,False,True,False,0,,True,1,True,True,4,"json, none",False,0
Models > Azure OpenAI in Foundry Models,Programming languages/SDKs,openai/supported-languages.md,https://learn.microsoft.com/azure/ai-foundry/openai/supported-languages.md,False,mbullwin,conceptual,Programming language support for Azure OpenAI.,openai-supported-languages,True,"programming-language-dotnet, programming-language-go, programming-language-java, programming-language-javascript, programming-language-python",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models,API lifecycle,openai/api-version-lifecycle.md,https://learn.microsoft.com/azure/ai-foundry/openai/api-version-lifecycle.md,False,mbullwin,conceptual,Learn more about API version retirement in Azure OpenAI.,,False,,False,True,True,4,"entra, key, rest, output",False,0,False,True,18,"python, none, bash, json",False,0
Models > Azure OpenAI in Foundry Models,Azure OpenAI in Azure Government,openai/azure-government.md,https://learn.microsoft.com/azure/ai-foundry/openai/azure-government.md,False,chaparker,how-to,Learn how to use Azure OpenAI in the Azure Government cloud.,,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Audio generation,openai/audio-completions-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/audio-completions-quickstart.md,False,eur,how-to,Walkthrough on how to get started with audio generation using Azure OpenAI.,audio-completions-quickstart,True,"ai-foundry-portal, programming-language-javascript, programming-language-python, programming-language-typescript, rest-api",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Chat,openai/chatgpt-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/chatgpt-quickstart.md,False,mbullwin,quickstart,Walkthrough on how to get started using chat completions with Azure OpenAI.,openai-quickstart-new,True,"programming-language-studio, programming-language-csharp, programming-language-go, programming-language-java, programming-language-javascript, programming-language-powershell, programming-language-python, rest-api, programming-language-spring, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Vision-enabled chats,openai/gpt-v-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/gpt-v-quickstart.md,False,pafarley,quickstart,Use this article to get started using Azure OpenAI to deploy and use the GPT-4 Turbo with Vision model or other vision-enabled models.,openai-quickstart-gpt-v,True,"ai-foundry-portal, programming-language-dotnet, programming-language-javascript, programming-language-python, rest-api, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Image generation,openai/dall-e-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/dall-e-quickstart.md,False,pafarley,quickstart,"Learn how to get started generating images with Azure OpenAI by using the Python SDK, the REST APIs, or Azure AI Foundry portal.",openai-quickstart-dall-e,True,"programming-language-studio, programming-language-csharp, programming-language-go, programming-language-java, programming-language-javascript, programming-language-powershell, programming-language-python, rest-api, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Video generation,openai/video-generation-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/video-generation-quickstart.md,False,pafarley,quickstart,Learn how to get started generating video clips with Azure OpenAI.,,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Use your data,openai/use-your-data-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/use-your-data-quickstart.md,False,aahi,quickstart,Use this article to import and use your data in Azure OpenAI.,openai-use-your-data,True,"ai-foundry-portal, programming-language-csharp, programming-language-go, programming-language-javascript, programming-language-powershell, programming-language-python, rest-api, programming-language-spring, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Realtime API for speech and audio (preview),openai/realtime-audio-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/realtime-audio-quickstart.md,False,eur,how-to,Learn how to use GPT-4o Realtime API for speech and audio with Azure OpenAI.,openai-portal-js-python-ts,True,"ai-foundry-portal, programming-language-javascript, programming-language-python, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Speech to text with Whisper,openai/whisper-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/whisper-quickstart.md,False,eur,quickstart,Learn how to use the Azure OpenAI Whisper model for speech to text conversion.,programming-languages-rest-ps-py-js-cs,True,"programming-language-dotnet, programming-language-javascript, programming-language-powershell, programming-language-python, rest-api, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Text to speech (preview),openai/text-to-speech-quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/text-to-speech-quickstart.md,False,eur,quickstart,Use the Azure OpenAI for text to speech with OpenAI voices.,programming-languages-rest-js-cs,True,"programming-language-dotnet, programming-language-javascript, rest-api, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Quickstarts,Completions (legacy),openai/quickstart.md,https://learn.microsoft.com/azure/ai-foundry/openai/quickstart.md,False,mbullwin,quickstart,Walkthrough on how to get started with Azure OpenAI and make your first legacy completions API call.,openai-quickstart-new,True,"programming-language-studio, programming-language-csharp, programming-language-go, programming-language-java, programming-language-javascript, programming-language-powershell, programming-language-python, rest-api, programming-language-spring, programming-language-typescript",False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Audio,Realtime API for speech and audio (preview),openai/how-to/realtime-audio.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/realtime-audio.md,False,eur,how-to,Learn how to use the GPT-4o Realtime API for speech and audio with Azure OpenAI.,,False,,False,True,False,0,,True,3,False,True,20,"json, none, javascript",False,0
Models > Azure OpenAI in Foundry Models > Audio,Realtime API via WebRTC (preview),openai/how-to/realtime-audio-webrtc.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/realtime-audio-webrtc.md,False,eur,how-to,Learn how to use the GPT-4o Realtime API for speech and audio via WebRTC.,,False,,False,True,False,0,,True,1,True,True,2,"http, none",False,0
Models > Azure OpenAI in Foundry Models > Audio,Realtime API via WebSockets (preview),openai/how-to/realtime-audio-websockets.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/realtime-audio-websockets.md,False,eur,how-to,Learn how to use the GPT-4o Realtime API for speech and audio via WebSockets.,,False,,False,True,False,0,,True,1,False,True,2,"http, none",False,0
Models > Azure OpenAI in Foundry Models > Batch,Getting started with batch,openai/how-to/batch.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/batch.md,False,mbullwin,how-to,Learn how to use global batch with Azure OpenAI,openai-fine-tuning-batch,True,"ai-foundry-portal, programming-language-python, rest-api",False,True,True,2,"global-batch, datazone-batch",True,1,False,True,2,"json, none",False,0
Models > Azure OpenAI in Foundry Models > Batch,Batch with Azure Blob Storage,openai/how-to/batch-blob-storage.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/batch-blob-storage.md,False,mbullwin,how-to,Learn how to configure Azure Blob Storage with Azure OpenAI Batch,,False,,False,True,True,2,"python, rest",True,5,True,True,20,"json, none, python, http, cmd",False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Responses API,openai/how-to/responses.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/responses.md,False,mbullwin,include,Learn how to use Azure OpenAI's new stateful Responses API.,,False,,False,True,True,8,"python-secure, output, python-key, rest-api",False,0,False,True,96,"cmd, none, python, bash, json",False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Reasoning models,openai/how-to/reasoning.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/reasoning.md,False,mbullwin,include,"Learn how to use Azure OpenAI's advanced GPT-5 series, o3-mini, o1, & o1-mini reasoning models",,False,,False,True,True,10,"python, o-series, csharp, gpt-5, py, python-secure, REST",False,0,False,True,34,"cmd, none, python, c#, json, csharp, bash, output",False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Chat completions API,openai/how-to/chatgpt.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/chatgpt.md,False,mbullwin,how-to,Learn about the options for how to use models with the chat completions API,,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Computer Use,openai/how-to/computer-use.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/computer-use.md,False,aahi,how-to,"Learn about Computer Use in Azure OpenAI, which allows AI to interact with computer applications.",,False,,False,True,True,4,"python, rest-api",True,1,True,True,38,"console, none, python, bash, json, cmd",False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions > Model router,Getting started with model router,openai/how-to/model-router.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/model-router.md,False,pafarley,how-to,Learn how to use the model router in Azure OpenAI to select the best model for your task.,,False,,False,True,False,0,,False,0,True,True,2,"json, none",False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions > Model router,Model router concepts,openai/concepts/model-router.md,https://learn.microsoft.com/azure/ai-foundry/openai/concepts/model-router.md,False,pafarley,conceptual,Learn about the model router feature in Azure OpenAI in Azure AI Foundry Models.,,False,,False,True,False,0,,False,0,False,False,0,,False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Function calling,openai/how-to/function-calling.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/function-calling.md,False,mbullwin,how-to,Learn how to use function calling with the GPT-35-Turbo and GPT-4 models,,False,,False,True,False,0,,False,0,True,True,20,"python, none, output, json",False,0
Models > Azure OpenAI in Foundry Models > Responses & chat completions,Predicted outputs,openai/how-to/predicted-outputs.md,https://learn.microsoft.com/azure/ai-foundry/openai/how-to/predicted-outputs.md,False,mbullwin,how-to,Learn how to improve your model response latency with predicted outputs,,False,,False,True,True,4,"python, python-secure",False,0,False,True,20,"cmd, none, python, json",False,0
