Parent Path,Name,Href,URL,Is External,ms.author,ms.topic,ms.service,description,pivot_id,has_pivots,pivot_groups,hub-only,file_found,Notes,NextGen?,pivot_ai_foundry,pivot_ai_foundry_portal,pivot_azcli,pivot_azportal,pivot_azpowershell,pivot_azure_ai_foundry,pivot_azure_ai_model_categories,pivot_azure_ai_studio_sdk_cli,pivot_azure_direct_others,pivot_azure_openai,pivot_bicep,pivot_cli,pivot_csharp,pivot_fdp_project,pivot_foundry_portal,pivot_hub_project,pivot_java,pivot_javascript,pivot_language_studio,pivot_portal,pivot_programming_language_bicep,pivot_programming_language_cli,pivot_programming_language_cpp,pivot_programming_language_csharp,pivot_programming_language_dotnet,pivot_programming_language_foundry_portal,pivot_programming_language_go,pivot_programming_language_java,pivot_programming_language_javascript,pivot_programming_language_objectivec,pivot_programming_language_powershell,pivot_programming_language_python,pivot_programming_language_python_azure,pivot_programming_language_rest,pivot_programming_language_ruby,pivot_programming_language_spring,pivot_programming_language_studio,pivot_programming_language_swift,pivot_programming_language_typescript,pivot_ps,pivot_python,pivot_python_sdk,pivot_rest,pivot_rest_api,pivot_speech_studio,pivot_typescript,pivot_web_portal
Models > Develop with AI models > Work with chat models,Work with reasoning models,ai-foundry/foundry-models/how-to/use-chat-reasoning.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-chat-reasoning,False,mopeakande,how-to,azure-ai-foundry,Learn how to use reasoning capabilities from models with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models > Work with chat models,Work with multimodal models,ai-foundry/foundry-models/how-to/use-chat-multi-modal.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-chat-multi-modal,False,mopeakande,how-to,azure-ai-foundry,Learn how to process audio and images with chat completions models with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models > Work with chat models,Use structured outputs,ai-foundry/foundry-models/how-to/use-structured-outputs.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-structured-outputs,False,mopeakande,how-to,azure-ai-foundry,Learn how to use structure outputs with chat completions with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models > Work with embedding models,Work with text embeddings,ai-foundry/foundry-models/how-to/use-embeddings.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-embeddings,False,mopeakande,how-to,azure-ai-foundry,Learn how to generate embeddings with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models > Work with embedding models,Work with image embeddings,ai-foundry/foundry-models/how-to/use-image-embeddings.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/use-image-embeddings,False,mopeakande,how-to,azure-ai-foundry,Learn how to generate image embeddings with Azure AI Foundry Models,azure-ai-inference-samples,True,"programming-language-python, programming-language-javascript, programming-language-java, programming-language-csharp, programming-language-rest",False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models,Work with image models,ai-foundry/how-to/use-image-models.md,https://learn.microsoft.com/azure/ai-foundry/how-to/use-image-models,False,mopeakande,how-to,azure-ai-foundry,Learn how to use image-to-text models from the AI Foundry model catalog.,,False,,False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models,Develop with LangChain and LangGraph,ai-foundry/how-to/develop/langchain.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/langchain,False,sgilley,how-to,azure-ai-foundry,This article explains how to use LangChain with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,False,,False,True,,y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models,Develop with Llama-Index,ai-foundry/how-to/develop/llama-index.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/llama-index,False,sgilley,how-to,azure-ai-foundry,This article explains how to use LlamaIndex with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,False,,False,True,,y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Develop with AI models,Develop with Semantic Kernel,ai-foundry/how-to/develop/semantic-kernel.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/semantic-kernel,False,lagayhar,how-to,azure-ai-foundry,Develop applications with Semantic Kernel and Azure AI Foundry.,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub,Connect your AI hub to the Azure AI Foundry resource,ai-foundry/foundry-models/how-to/configure-project-connection.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/configure-project-connection,False,ssalgado,how-to,azure-ai-foundry,Learn how to configure a connection to use Azure AI Foundry Models in your project.,azure-ai-models-deployment,True,"ai-foundry-portal, programming-language-cli, programming-language-bicep",False,True,,y*,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Managed compute endpoints,Deploy models via managed compute,ai-foundry/how-to/deploy-models-managed.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-managed,False,mopeakande,how-to,azure-ai-foundry,Learn how to deploy large language models on managed compute in Azure AI Foundry and perform real-time inference for generative AI applications.,azure-ai-managed-compute-deployment,True,"ai-foundry-portal, python-sdk",False,True,managed compute uses hub projects,n,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Models > Deployment in AI hub > Managed compute endpoints,Deploy models to managed compute pay-as-you-go,ai-foundry/how-to/deploy-models-managed-pay-go.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-managed-pay-go,False,mopeakande,how-to,azure-ai-foundry,Learn how to deploy protected models from partners and community on Azure AI Foundry managed compute and understand how pay-as-you-go surcharge billing works.,,False,,False,True,managed compute uses hub projects,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,Foundational AI models for healthcare,ai-foundry/how-to/healthcare-ai/healthcare-ai-models.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/healthcare-ai-models,False,mopeakande,concept-article,azure-ai-foundry,Learn about AI models that are applicable to the health and life science industry.,,False,,False,True,managed compute uses hub projects,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,MedImageInsight model for embedding,ai-foundry/how-to/healthcare-ai/deploy-medimageinsight.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/deploy-medimageinsight,False,mopeakande,how-to,azure-ai-foundry,Learn how to use MedImageInsight Healthcare AI Model with Azure AI Foundry.,,False,,False,True,managed compute uses hub projects,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,CXRReportGen model for text generation,ai-foundry/how-to/healthcare-ai/deploy-cxrreportgen.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/deploy-cxrreportgen,False,mopeakande,how-to,azure-ai-foundry,Learn how to use CXRReportGen Healthcare AI Model with Azure AI Foundry.,,False,,False,True,managed compute uses hub projects,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Managed compute endpoints > Healthcare AI models,MedImageParse models for prompted segmentation,ai-foundry/how-to/healthcare-ai/deploy-medimageparse.md,https://learn.microsoft.com/azure/ai-foundry/how-to/healthcare-ai/deploy-medimageparse,False,mopeakande,how-to,azure-ai-foundry,Learn how to use MedImageParse and MedImageParse 3D Healthcare AI models with Azure AI Foundry.,,False,,False,True,managed compute uses hub projects,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Serverless API endpoints,Configure AI projects to work with Azure AI Foundry Models,ai-foundry/foundry-models/how-to/quickstart-ai-project.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/how-to/quickstart-ai-project,False,ssalgado,how-to,azure-ai-foundry,Learn how to upgrade your AI project to use models deployed in Azure AI Foundry Models in Azure AI Foundry Service,,False,,False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Serverless API endpoints,Deploy models via serverless API,ai-foundry/how-to/deploy-models-serverless.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-serverless,False,ssalgado,how-to,azure-ai-foundry,"Learn to deploy models as serverless API deployments, using Azure AI Foundry.",azure-ai-serverless-deployment,True,"ai-foundry-portal, programming-language-cli, python-sdk, programming-language-bicep",False,True,,y*,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Models > Deployment in AI hub > Serverless API endpoints,Consume models from a different project or hub,ai-foundry/how-to/deploy-models-serverless-connect.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-serverless-connect,False,ssalgado,how-to,azure-ai-foundry,Learn how to consume serverless APIs from a different project or hub.,,False,,False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Serverless API endpoints,Model region availability for serverless API,ai-foundry/how-to/deploy-models-serverless-availability.md,https://learn.microsoft.com/azure/ai-foundry/how-to/deploy-models-serverless-availability,False,ssalgado,how-to,azure-ai-foundry,Learn about the regions where each model is available for deployment in serverless APIs via Azure AI Foundry.,,False,,False,True,,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Serverless API endpoints,Guardrails & controls for serverless API,ai-foundry/concepts/model-catalog-content-safety.md,https://learn.microsoft.com/azure/ai-foundry/concepts/model-catalog-content-safety,False,ssalgado,concept-article,azure-ai-foundry,"Learn about content safety for models deployed using serverless API deployments, using Azure AI Foundry.",,False,,False,True,,n,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Deployment in AI hub > Serverless API endpoints,Inference examples for serverless deployments,ai-foundry/concepts/models-inference-examples.md,https://learn.microsoft.com/azure/ai-foundry/concepts/models-inference-examples,False,ssalgado,concept-article,azure-ai-foundry,Inference examples for Foundry Models that support deployment to serverless APIs in Azure AI Foundry.,,False,,False,True,,y*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Models > Azure OpenAI in Foundry Models,Azure OpenAI,ai-foundry/openai/overview.md,https://learn.microsoft.com/azure/ai-foundry/openai/overview,False,mbullwin,overview,azure-ai-openai,Apply advanced language models to variety of use cases with Azure OpenAI,,False,,False,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
